tweet,label,tweet_translated
"The family of a Black man shot 22 times by West Virginia police for walking on a road settled a wrongful death lawsuit.

#WayneJones was homeless and had schizophrenia.

The judge reversed qualified immunity for the officers after the killing of #GeorgeFloyd: ""This has to stop.""",0,"has The Keluarga seorang pria kulit hitam ditembak 22 kali oleh for killing the family polisi Virginia Barat untuk berjalan was di jalan menetap gugatan kematian salah #Wayne ""This Jones adalah tunawisma dn menderita reversed road walking skizofrenia."
A police officer suffocating #GeorgeFloyd for 8:46 seconds is Extreme! Outrage is 100% justified. Keep in mind this is an acting Attorney General talking like this. the america we live in,0,Seorang petugas polisi the tercekik #GeorgeFloyd selama 8:46 detik Extreme! 100% A &lt;i&gt;Kemarahan 100% dibenarkan.&lt;/i&gt; &lt;i&gt;Ini adalah mind is akting talking Jaksa Agung ngomong seperti ini.&lt;/i&gt; &lt;i&gt;Amerika is kita tinggal di Amerika.&lt;/i&gt;
"Protester Mother Lorraine Bates, 70 arrested, cited for walking in street & resisting arrest in Petal, MS • Fix The Raggedy Side Walks • ""That sidewalk was just too dangerous."" Resign
Mayor Marx • Racist Remarks #GeorgeFloyd #Mississippi #EndRacism",0,"Pengunjuk rasa nyokap 70 Lorraine Bates, Racist 70 ditangkap, dikutip untuk berjalan di jalan dan menolak #Mississippi penangkapan di Petal, MS • Protester Perbaiki The ""That The Raggedy Side Walks cited • "" Trotoar itu terlalu Marx berbahaya."" Resign #GeorgeFloyd Walikota Marx • Racist Remarks #GeorgeFloyd #Mississip #EndRacism"
"We’ve officially hit 1000 entries today. Thx to all the artists, photographers, and others who have submitted to the database. But we still need more! Seattle! Portland! All across the country! Please help us document the street art of the movement! #Streetart #GeorgeFloyd",1,kita secara We’ve resmi us street telah mencapai to 1000 help entri more! hit have need Seattle! hari ini.
Thousands of people are out again tonight in front of the federal courthouse building & Justice Center for #protests. #PortlandProtest #PNW #PDX #Oregon #BLM #BlackLivesMatter #RoseCity #Portland #GeorgeFloyd,0,of Ribuan orang keluar lagi malam ini di #PDX depan gedung courthouse pengadilan federal & Justice Center untuk #protests. #PortlandProtes #PNW Thousands the #BLM #PDX #Oregon #BLM #BlackLivesMatter #RoseCity out #Portland #GeorgeFloyd
"White supremacist thugs attempt to #georgefloyd on Black man.

If only #Baltimore had a Black Da and state attorney to prosecute these cops.
#NoAntiBlackRacism",0,only Penjahat had supremasi kulit putih cops. mencoba untuk #georgefloyd pada orang kulit #NoAntiBlackRacism to Black hitam.
"Dozens of people out on the streets of Brent today in #Solidarity with 
 opposing attacks on her constituency office #BlackLivesMatter #theukisnotinnocent #ICantBreathe",0,on Puluhan of org of keluar di jalan-jalan Brent hari ini di #Solidarity dengan serangan berlawanan pada nya konstituen #ICantBreathe kantor #BlackLivesMatter #theukisnotnocent people #ICantBreathe
#100Days from now you can go vote for a better country in honor of #BreonnaTaylor #GeorgeFloyd #AhmaudArbery #VanessaGuillen and many more. Text VOTER to 26797 to make sure you’re registered. They don’t get the chance to vote this year. You do.,1,100 Hari dari to sekarang lu bisa memilih of negara yang lebih to baik untuk menghormati sure #BreonnaTaylor You #GeorgeFloyd #AhmaudArbery #VanessaGuillen and dn lebih banyak lagi teks year. VOTER a ke 26797 untuk memastikan more. lu vote terdaftar.
"#BlackLivesMatter even if the media is trying to distract us. Happy Monday and remember No Justice, No peace ! #BreonnaTaylor #AhmaudArbery #GeorgeFloyd #SayTheirNames #Endurance",0,#BlackLivesMatter bahkan jika medsos mencoba No untuk distract mengalihkan and perhatian kita. #SayTheirNames even #BreonnaTaylor#AhmaudArbery#GeorgeFloyd to #SayTheirnames #Endurance
"A thread of petitions because things need to CHANGE

BLACK PEOPLE NEED TO FEEL SAFE!

POC INDIVIDUALS NEED TO FEEL SAFE!

MUSLIMS NEED TO FEEL SAFE!

PLEASE SIGN THE PETITIONS!
#justiceforAkram
#BlackLivesMatter
#GeorgeFloyd 
#MuslimLivesMatter 
#UyghurGenocide
#FreePalestine",0,SIGN Sebuah benang petisi thread TO PEOPLE karena hal-hal yang perlu di rubah org need hitam perlu merasa aman! keadilan untuk Akrab #BlackLivesMalit A THE of #FloyvesMatter #Uyghurgencide MUSLIMS #FreePaltine
"Violence in Portland has sparked a new wave of solidarity protests across the U.S.

People in Portland have protested every night since the death of #GeorgeFloyd in May, but they've recently been met with federal officers sent in by Pres. Trump.",0,"Pres. Kekerasan di Portland telah memicu gelombang baru protes solidaritas di seluruh wave U.S. People in di Portland telah federal memprotes setiap Trump. malam sparked sejak kematian by #GeorgeFloyd pada bulan Mei, tetapi mereka sent baru-baru ini telah bertemu dengan of protested petugas federal yg dikirim oleh Pres Trump."
"There is no justice in this God forsaken land.
For #GeorgeFloyd people around the world rallied.
For these young freedom fighters No One cares.
Welcome to The Middle East.

#StopExecutionsInIran 
#لغو_فوری_اعدام",0,tdk ada these One keadilan di tanah ini yg ditinggalkan Tuhan untuk orang-orang rallied. #GeorgeFloyd di seluruh #GeorgeFloyd dunia yang mendukung pejuang kemerdekaan muda ini tidak ada this yg peduli selamat dateng di Timur Tengah. cares. #StopExecutionsInIran # There (GeorgeFloyd)
"Thank you to the Floyd family for traveling to Richmond and delivering such strong, powerful words. We are honored to have you and are with you. #GeorgeFloyd #NoJusticeNoPeace",0,Terima kasih kepada keluarga Floyd delivering Thank untuk bepergian ke Richmond dn menyampaikan kata-kata yg kuat dn kuat kami to merasa family terhormat untuk to memiliki Anda and dan bersama Anda. #GeorgeFloyd #NoJusticeNo are Peace
"Part of the message of Imam Khamenei, the leader of the Islamic Republic of Iran, to the American people:
Condemns the behavior of the racist US government And we support the movement of the people
#icantbreathe",0,"Bagian dari of pesan Imam US people: Khamenei, pemimpin Republik Islam Iran, racist kepada movement we rakyat Amerika: Mengutuk government perilaku pemerintah AS yang rasis #icantbreathe dn kami mendukung Republic gerakan rakyat #icreathe"
"A hologram of #GeorgeFloyd was projected onto a Robert E. Lee statue in Virginia, witnessed by his family.

The project aims to transform spaces ""formerly occupied by racist symbols"" and will head to Confederate monuments in GA and NC, following the route of 1961 Freedom Rides.",0,"The Sebuah hologram by dari transform witnessed #GeorgeFloyd diproyeksikan ke patung Robert E. Lee di Virginia, menyaksikan oleh keluarganya. proyek ini bertujuan untuk mengubah project ruang Lee GA ""dahulu diduduki following oleh simbol-simbol rasis"" dan bakal to menuju konfederasi monumen di GA dan Rides. NC, mengikuti rute NC, 1961 Freedom Rides."
Stone Wall BlackTrans& Queer Lives Demo has joined the Foley Sq direct action in NYC. #Blacklivesmatter #BlackTransLivesMatter #NYCprotests #GeorgeFloyd #BreonnaTalyor #TiffanyHarris #QueashaHardy,0,direct Stone the Wall in BlackTrans& Queer Lives Demo telah bergabung dengan Foley Sq BlackTrans& langsung aksi di NYC. #BlackLivesMatter #BlackTransLivesMatter #NYCprotess #GeorgeFloyd #BreonnaTalyor #TiffanyHarris Demo #Queashady
"The ex-officer who killed Michael Brown in Ferguson, MO will not be charged, a top prosecutor says.

A grand jury failed to indict Darren Wilson in 2014, but there have been renewed calls for charges after #GeorgeFloyd was killed.

Brown's body was left in the street for 4 hrs.",0,"ex-officer 2014, Mantan top indict petugas yg membunuh Michael Brown to di Ferguson, MO tidak bakal didakwa, seorang jaksa tinggi mengatakan, seorang have juri gagal mendakwa Darren Wilson the di tahun after 2014, tapi for ada lagi Brown's panggilan untuk tuntutan jury setelah be #GeorgeFloyd dibunuh."
"Though they won’t be mentioned in the same breath, George Floyd and Herman Cain died after close contact with racist white folks. #ICantBreathe both pertinent and poignant, be it a Tulsa Rally or the streets of Minneapolis.",0,"Meskipun same mereka after tidak it akan disebutkan dalam napas yang sama, George close Floyd dan Herman Cain meninggal setelah kontak dekat dengan orang kulit putih rasis. #CICantBreathe baik relevan dn died won’t pedih, or baik itu Tulsa they Rally Minneapolis. atau jalan-jalan Minneapolis."
"I was invited to speak to a youth group today in Joliet, during the same week where 3 young men lost their lives to gun violence; which is also the 4 year anniversary of the hate crime I was the target of. Unfortunate perfect timing. 

Those gifts tho? Grateful. 

#GeorgeFloyd",0,"gue speak diundang to the also untuk berbicara dengan kelompok pemuda hari ini di Joliet, selama minggu Joliet, yang sama lost youth dimana 3 pemuda to kehilangan during nyawa mereka invited karena kekerasan I senjata, yang juga to merupakan peringatan 4 tahun dari kejahatan kebencian yg menjadi targetku."
"#BlackLivesMatter protesters marching from 42st to Trump tower, led by Rev Kevin McCall, #EricGarner mother and #GeorgeFloyd brother. Chanting take your knees off our neck.",0,"#BlackLivesMatter from demonstran berbaris dari Kevin 42st ke menara Trump, dipimpin oleh #EricGarner Rev Kevin McCall, #EricGarner protesters ibu and dan #GeorgeFloyd 42st saudara."
"The man who shot #GarrettFoster has been identified, and he’s a real class act

Meet #DanielPerry

> Tweeted about killing protesters
> Harrassed folks at a #GeorgeFloyd vigil
> Hired a lawyer for publicity
> Suddenly scrubbed his social media",0,"org yg menembak #GrettFoster act real > his telah diidentifikasi, #DanielPerry dn shot dia scrubbed a adalah seorang tokoh kelas sungguhan bertemu #DanielPerrry > di Tweet tentang membunuh demonstran > Orang Harrassed Harrused di #GeorgeFloyd berjaga > > menyewa pengacara untuk publisitas > Tiba-tiba menggosok medsos sosialnya"
I’m constantly sickened by acts of police brutality! What do many have in common? No attempts at de-escalation! The #GeorgeFloyd Justice in Policing Act would require officers to de-escalate situations BEFORE use of force. ADD YOUR NAME to demand JUSTICE:,0,Saya terus-menerus muak dengan tindakan kebrutalan polisi! acts apaan banyak yg memiliki kesamaan? tidak ada I’m upaya de-escalasi! #GeorgeFloyd Justice in to Policing sickened Act akan membutuhkan petugas YOUR untuk de-scalate situasi before use of attempts force. ADD NAMA by JUSTICE: What lu constantly untuk menuntut JUSTICE:
A few hundred people showed up at King School Park for a movement. Here’s a look at the size of this event. #blm #GeorgeFloyd #protest #EqualityForAll,0,Beberapa ratus org hundred muncul di King School of Park untuk sebuah at gerakan. ini adalah sebuah tampilan for showed pada ukuran acara the ini. #blm #GeorgeFloyd #protest #EqualityForAll
"This is disgusting, many signs also said be prepared to meet the Lord. Currently happening in Ridley, PA. #blacklivesmatter #BreonnaTalyor #georgefloyd #AhmaudArbery",0,"Ini menjijikkan, banyak tanda-tanda juga dikatakan siap #BreonnaTalyor untuk disgusting, bertemu the dengan Tuhan saat ini terjadi di is Ridley, said PA. # Blacklivesmator #BreonnaTalyor #georgefloyd #AhmaudArbery"
"Remember when we were talking about how marches through the suburbs need to happen? 
Let’s show Beaverton that black lives fucking matter! 
Aug 7th
-
5:00pm
-
Beaverton city hall.
#BlackLivesMatter #ACAB #PortlandProtests #GeorgeFloyd #BreonnaTaylor #AbolishThePolice",0,Ingat ketika happen? kita ngomong tentang - bagaimana #BlackLivesMatter fucking marching when #BreonnaTaylor that black melalui pinggiran Remember kota perlu terjadi?
"WATCH 

“[Police] did not do this this [when we protested the killing of #GeorgeFloyd.] They supported us. But now we come to stand with fellow black Zimbabweans here in the continent, they come here and want to shoot us.” 

The hypocrisy! 

#ZimbabweanLivesMatter",0,"Mereka mendukung kami, continent, tapi sekarang us. kita dateng WATCH untuk protested berdiri #ZimbabweanLivesMatter bersama warga Zimbabwe berkulit black hitam di benua here ini, mereka dateng killing ke sini dan they The ingin menembak kami."
"Why is no one in the media talking about the new #GeorgeFloyd videos? Because of what they show: had Floyd cooperated with police and not resisted arrest, he’d be alive today. This does not fit the #BlackLivesMatter narrative, hence the less said about it, the better",0,"talking Mengapa tdk be ada seorang pun resisted di what medsos he’d yg ngomong tentang video baru #GeorgeFloyd? arrest, karena apaan yang mereka tunjukkan: telah Floyd bekerja sama dengan polisi dan tdk nolakin penangkapan, ia bakal the hidup hari show: ini. ini tidak cocok dengan narasi #BlackLivesMatter, not sehingga kurang less mengatakan they tentang hal itu, semakin baik"
"Great session at #GSU2020 on how local 
 chapters responded to the murders of #GeorgeFloyd in MN and #AhmaudArbery in GA by partnering with local community groups and amplifying the voices of victims and survivors of police violence.",0,Sesi besar di #GSU2020 tentang session gimana voices bab lokal to in menanggapi pembunuhan #GeorgeFloyd community di MN dan #AhmaudArbery di GA dengan of bekerja sama dengan kelompok victims komunitas lokal dan memperkuat violence. suara korban dan selamat dari on kekerasan polisi.
Can we please arrest #BreonnaTaylor killers?! ITS A PERFECT DAY FOR IT. #BLM #BlackLivesMatter #Ally #georgefloyd #breonnataylor #thelewisfamily #ElijahMclain #alldayeveryday #cantstopwontstop #useyourwhiteprivilegeforgood #Dantethecomic #DanteRusciolelli #gae,0,Bisakah kita #useyourwhiteprivilegeforgood arrest menangkap #BreonnaTaylor FOR pembunuh?! &lt;i&gt;Hari yang tepat untuk killers?! itu. #breonnataylor #BLM #BlackLivesMatter #Ally #thelewisfamily #georgefloyd #breonnataylor #thelewisfamily #ElijahMclaclain #allday#cantstoptstop#usyourwprievileforgood#DantethecomicRuciolgae
