text,tweet_translated,labels
"Insulin can be the difference between life and death for the millions of Americans living with diabetes. As co-chair of the Senate Diabetes Caucus, bringing down the cost of insulin is a top priority I'm leading the effort to deliver here through the Build Back Better agenda https://t.co/2qBaFzkhsw","Insulin diabetes. bisa the menjadi perbedaan antara hidup dan mati bagi jutaan orang Amerika cost yang hidup and dengan diabetes. sebagai co-chair Build dari Senat of Diabetes Cacus, menurunkan biaya insulin is adalah prioritas utama gw memimpin usaha co-chair untuk ngasih di between sini melalui agenda pembangunan kembali leading yg lebih difference baik living https://t.co/2qBaFzkhw",1
"Montana women have a long record of working to create brighter futures for us all. From Jeannette Rankin, to Elouise Cobell, to the folks continuing to break down barriers every day, we celebrate all you do to blaze the trail for the next generation. Happy #WomensHistoryMonth!","celebrate record Happy Wanita Montana memiliki catatan panjang to you of bekerja untuk menciptakan masa the depan yg lebih cerah bagi kita semua dari Jeannette Rankin, untuk Elouise Cobell, kepada orang-orang terus untuk memecah penghalang setiap working hari, kita merayakan down semua yg lu lakukan untuk membakar a jejak untuk generasi berikutnya blaze selamat #WomensHistoryMoonth!",1
"President Bidens economy Prices climbed percent in October compared to last year, the largest increase in years, as inflation strains economy https://t.co/zQVnTyhqvi","Presiden Bidens ekonomi Harga naik President persen economy pada bulan Oktober dibandingkan dengan the tahun lalu, years, peningkatan terbesar dalam strains tahun, sebagai inflasi strain ekonomi https://t.co/zQnTyhqvi",0
- Apply to all Americans regardless of their vaccination status. - Ensure no use of taxpayer funds to enforce any federal mask mandate in response to COVID-19.,Terapkan kepada semua org Amerika terlepas dari status of vaksinasi enforce mereka./ Pastikan tidak ada penggunaan dana pembayar pajak untuk menegakkan mandate mandat topeng federal regardless taxpayer dalam menanggapi to COVID-19.,0
Investing in families is working. https://t.co/3ZE5rJZ2Lv,Berinvestasi dalam Investing keluarga bekerja. https://t.co/3ZE5rJZ2Lv,1
"Peter Strzok, fired by the FBI for unprofessional conduct and a number of other violations, is not telling the truth AGAIN. Senator @ChuckGrassley and I never received information from Derkach. https://t.co/V01TPTxlPF","Peter Strzok, for received Derkach. dipecat oleh FBI untuk perilaku by tdk number profesional conduct dn sejumlah pelanggaran never lainnya, tdk mengatakan yg sebenarnya lagi.",0
"Republicans stole two Supreme Court seats and as demonstrated by this decision, much of the current Court is dangerously unmoored from any reasonable principles of legal analysis.","Court Republik mencuri dua kursi Mahkamah Agung is dn sebagaimana ditunjukkan oleh keputusan ini, banyak dari Mahkamah of saat two ini berbahaya unmoored dari setiap prinsip yg masuk akal from Republicans dari analisis hukum.",1
"Hope everyone in Mississippi and across the nation is enjoying a safe and #HappyMemorialDay. Let us never forget to honor those lost defending our freedom, and support the families who mourn them. https://t.co/Q5QqFRtUft",Semoga nation semua orang them. support di Mississippi dn di seluruh negeri our menikmati hari aman dn selamat who Hari Peringatan. honor and dan mendukung keluarga-keluarga a yg berkabung.,0
I support standing up to Big Pharma and I support giving Medicare the power to negotiate lower drug prices that will reduce health care costs and save taxpayers money. #BuildBackBetter https://t.co/xFy7SLzEFz,gw mendukung Pharma berdiri di Big Pharma dan mendukung memberikan kekuasaan will bagi Layanan Kesehatan Medicare untuk menegosiasikan harga obat I yg lebih rendah yang akan mengurangi up biaya perawatan kesehatan dn menghemat health prices uang pembayar pajak. #BuildBackOer https://t.co/xFy7SLzEFzz,1
"Pleased to see the late Bobby Martin, one of the all-time Northeast MS greats, honored by @NortheastMSCC. The newly christened Bobby P Martin Hall Ripley facility is an excellent tribute and addition to campus. https://t.co/113ShiOXjD","Senang to Ripley is melihat almarhum Bobby Martin, salah satu MS Timur Bobby Laut terhebat, dihormati oleh Martin @NortheastMSCC. Fasilitas Bobby yg baru dibaptis Bobby P Martin Hall Hall Ripley greats, adalah penghargaan yg super baik dan tambahan untuk kampus.",0
".@VP: This is no laughing matter. Your policies of an open border and mass amnesty have created a humanitarian crisis, a health care crisis and a national security crisis. https://t.co/zluduwQ7ED","Ini bukan crisis, bahan tertawaan. laughing kbijakan lu dari perbatasan terbuka dn amnesti massal telah menciptakan krisis kemanusiaan, krisis kesehatan and have dn open krisis keamanan Your a nasional. https://t.co/zluduwQ7ED",0
Were urging President Biden to make bold decisions to lead us towards a future where nuclear weapons no longer threaten all of humanity. https://t.co/5tFAPQjNpF,Kami mendesak Presiden Biden untuk membuat threaten keputusan yg berani a untuk longer memimpin kami menuju masa depan di mana senjata nuclear nuklir tdk lagi mengancam seluruh umat manusia. lead to https://t.co/5tFAPQjNpF,1
Violent crime is up but Biden admin seems focused on targeting lawful gun owners I led letter w Judic republicans calling on Chairman Durbin to convene full cmte hrg to examine crime crisis+ Biden admin response /Crime is exploding across America and  it must STOP,gun Kejahatan it kekerasan meningkat I tapi Biden crime admin tampaknya is led republicans terfokus pada menargetkan pemilik senjata yang sah on aku to memimpin surat dari Republik Judic memanggil Ketua Durbin untuk mengadakan krisis penuh cmte+ respon Biden up / Krim meledak Durbin di seluruh Amerika dn itu musti dihentikan,0
"California is under a statewide #FlexAlert today. From p.m. to p.m., please be sure to reduce energy usage to conserve power and keep our grid strong. https://t.co/Qdkm9h5Oor","California energy berada di bawah negara bagian #FlexAlert #FlexAlert hari p.m., ini. Dari p.m. sampai p.m., power pastikan untuk mengurangi penggunaan energi untuk melestarikan daya dan menjaga jaringan under sure kita kuat. https://t.co/Qdkm9h5Oor",1
U.S. life expectancy declined by years in due to the pandemic and  its consequences. I appreciated @Kennebunkpolice Chief MacKenzie testifying at a hearing I co-led on this issue. He is addressing one of these factorsthe opioid crisisby expanding community resources. https://t.co/LcxIcJU7rh,hearing Harapan appreciated hidup AS menurun selama bertahun-tahun karena pandemi life dan konsekuensinya. gw consequences. menghargai the @Kennebunk police Chief a MacKenzie bersaksi di sidang gw expanding co-led pada testifying Chief declined isu ini. dia menangani salah satu faktor krisis opioid dengan memperluas sumber daya masyarakat. https://t.co/LcxIJU7rh,0
An independent analysis shows how Democrats are hiding their true budget-resolution spending plans. https://t.co/PsUgi66ClT via @WSJOpinion,Analisa independen menunjukkan are bagaimana Demokrat menyembunyikan rencana pemrosesan anggaran mereka their yang analysis sebenarnya. https://t.co/Psugi66ClT via melalui @WSJOpinion,0
"Im continuing to push @USDOL to re-open Montanas Job Corps Centers for in-person learning. These centers are critical for the young adults who learn new skills and for the small businesses that hire them, and they need to be reopened immediately. Read my full letter below: https://t.co/I4krcaVzcV","to gw terus mendorong Montanas @USDOL push untuk membuka immediately. kembali Pusat Job Corps Montanas untuk pembelajaran secara langsung pusat-pusat ini sangat penting @USDOL bagi anak-anak muda yg belajar keterampilan baru dan untuk bisnis kecil re-open yang centers mempekerjakan mereka, dan mereka perlu the dibuka kembali Centers segera. young Baca surat lengkap gw di bawah adults ini: https://t.co/I4krcaVcV",1
"Today in #RosaParks changed history. She is often talked about as someone who simply refused to give up her seat. In reality, she was a committed Black and womens rights activist. Her efforts remind me that real change requires real work. Heres to an American hero. https://t.co/iPlNaaQZtu","Hari Today ini di #RosaParks mengubah sejarah. dia seringkali dibicarakan sebagai seseorang yang an hanya nolakin untuk menyerahkan to kursinya. pada as kenyataannya, simply talked she give dia adalah aktivis hak-hak hitam dan perempuan. upayanya mengingatkan saya bahwa perubahan up riil membutuhkan pekerjaan nyata. ini untuk seorang pahlawan womens Amerika. was https://t.co/iPlNaaQZtu.",1
"Billionaire Paul Jones The No. issue facing Main Street investors is inflation, and its pretty clear to me that inflation is not transitory.Its probably the single biggest threat to certainly financial markets and I think to society just in general.https://t.co/2P1qZFkPsS","Millionaire Paul Jones The No. Masalah yg dihadapi to investor clear Main Street the think adalah inflasi, Street dan cukup jelas and bagi gw bahwa that inflasi bukanlah No. sementara. Ini mungkin ancaman terbesar is bagi pasar keuangan dn gw pikir masyarakat issue hanya pada umumnya.https://t.co/2P1qZFKS",0
Your constitutional rights should not depend on your zip code. Im calling on my colleagues in the Senate to defend those rights for everyone by passing the Womens Health Protection Act. The House did their job earlier this year. Now it is time for the Senate to act.,Hak for konstitusionalmu tidak harus bergantung pada kode posmu aku everyone memanggil rekan-rekanku zip di Senate calling by Senat untuk membela hak-hak their semua org dengan year. melewati Undang-Undang Perlindungan Kesehatan Wanita Gedung melakukan the pekerjaan mereka awal tahun ini sekarang saatnya your defend untuk Senat constitutional untuk bertindak,1
"The White House counter proposal reduces spending on actual infrastructure, keeps unrelated spending, and  takes out certain items not needed because they were added to the USICA China package the Senate will be voting on. Be serious, be genuine, lets get a deal done.","counter Proposal counter Gedung Putih mengurangi pengeluaran pada infrastruktur get yg sebenarnya, menjaga pengeluaran yg tidak berhubungan, dan out The the proposal ngambil and barang-barang tertentu not yang tidak the diperlukan karena mereka ditambahkan ke paket USICA China USICA Senat bakal infrastructure, ngasih suara.",0
At last! Voter fraud!! The Republicans must be so happy! https://t.co/WA2IITrPCK,Akhirnya! fraud!! penipuan pemilih!! Republik be harus sangat senang! https://t.co/WA2IltrPCK,1
Tim Hudson has served in the @NatlParkService for more than half a century including spending the last five years as the first-ever director of the Katahdin Woods and Waters National Monument. He deserves immense gratitude for a lifetime of vital work on behalf of America. https://t.co/YnkEGekaaJ,lifetime Tim Hudson telah melayani di @NatlParkService selama lebih dari setengah of abad termasuk menghabiskan the and lima tahun terakhir He sebagai direktur pertama work Katahdin Woods dn waters National Monument. dia layak mendapatkan penghargaan besar director atas kerja the penting five more atas for nama Amerika. https://t.co/nkEGekaaJ,1
"To help Arizonans struggling during the pandemic, we made sure the coronavirus relief package extended unemployment benefits, secured another round of direct relief payments, and created a fund to help children experiencing homelessness. https://t.co/v3QZETzhun","help payments, we Untuk membantu Arizonan the berjuang selama pandemi, kami memastikan paket bantuan koronavirus diperpanjang pengangguran keuntungan, dijamin putaran lain pembayaran bantuan langsung, dan menciptakan dana untuk benefits, membantu anak-anak secured mengalami unemployment relief tunawisma. https://t.co/v3ZZZZZZzhan.",1
"She can do it Mae, youre a patriot! https://t.co/r43pNzd9Zz https://t.co/JvZiJCdmcz","can Dia bisa melakukannya Mae, lu seorang do patriot! https://t.co/r43pNzd9Zz https://t.co/JvZiJCdmcz",1
